cdr_id,billed_amount
TXN_001194,30325.17451265601
TXN_003440,31765.82821226104
TXN_003450,26127.574878309788
TXN_000214,83287.7927273511
TXN_001638,17540.61088877765
TXN_001662,5776.265182106056
TXN_004147,46978.94272923259
TXN_004349,13310.387588632562
TXN_004663,14877.759112285255
TXN_000767,32106.681451828514
TXN_003940,7440.339201759836
TXN_002452,120339.07451272383
TXN_004884,32725.707183997012
TXN_001383,61037.50632206006
TXN_003770,47998.409623145904
TXN_002611,37053.42776840057
TXN_004311,30004.331395691566
TXN_003875,23477.270806111756
TXN_000877,110732.27506990284
TXN_004011,56083.27054458593
TXN_002305,14383.748749850221
TXN_001732,34414.8018751073
TXN_001145,96708.20021881122
TXN_000450,8626.114956768135
TXN_003376,32073.91727934637
TXN_002644,107991.63925066723
TXN_000724,134001.4366594105
TXN_000562,118592.56026106575
TXN_002274,24242.927968492637
TXN_001635,65012.73835333129
TXN_000195,42459.273938509476
TXN_003191,40026.22672735414
TXN_000771,14393.255558709552
TXN_000617,138840.5688487872
TXN_004080,15976.64785638229
TXN_003614,128124.22723875058
TXN_002448,123035.8959570761
TXN_001096,20422.608278266125
TXN_002422,28330.989916652892
TXN_004031,47346.026504923444
TXN_002467,13744.984182697757
TXN_003599,87240.6236084072
TXN_003766,46757.07696822441
TXN_001179,19452.63910338377
TXN_004441,84481.09510960952
TXN_000447,35235.959892800456
TXN_000173,109495.48917289113
TXN_004286,113045.2090207374
TXN_003817,30854.780921818383
TXN_001180,42772.95749492877
TXN_000733,25156.858258527987
TXN_001902,24798.18668550207
TXN_002671,28373.778962424098
TXN_001125,39343.29317801352
TXN_002647,17593.420551845105
TXN_002339,26457.858391257043
TXN_000319,43526.50313213655
TXN_004037,37095.96139146853
TXN_001004,15014.300337414857
TXN_002726,141116.4543839204
TXN_004155,26450.391151954598
TXN_001392,46860.39109241534
TXN_003678,33986.45745187674
TXN_003160,29475.426114560487
TXN_000982,127175.02751463818
TXN_002762,29700.660961155914
TXN_001207,29281.755453078214
TXN_000595,34092.22519283819
TXN_003946,44435.19510643344
TXN_002121,43511.76764428801
TXN_003815,104246.59974608329
TXN_004721,40734.673008120044
TXN_002433,37149.406644977804
TXN_001407,55334.1790623062
TXN_000740,23094.049848963932
TXN_004287,145623.02993676907
TXN_000922,44787.77895857583
TXN_002548,49161.6385333546
TXN_003572,104091.18088303806
TXN_002741,2225.85599459238
TXN_003063,28506.907135968162
TXN_000700,19043.046262348842
TXN_004650,107932.38561639992
TXN_001603,46637.46102290709
TXN_002396,39660.03288705594
TXN_002078,147742.9396652839
TXN_000474,27693.80658012819
TXN_000139,84048.49236171102
TXN_003757,41826.64618585382
TXN_003022,8687.478756481696
TXN_000475,1641.2452882865914
TXN_002245,46331.52790133481
TXN_000329,18823.43902497205
TXN_004048,6146.585665711734
TXN_003007,87492.97377462761
TXN_004857,43855.59210715057
TXN_000747,35712.05797495308
TXN_004598,41472.86954264918
TXN_003378,125967.73070485487
TXN_002781,25417.70877891889
TXN_002083,12240.969379594117
TXN_002997,100384.68082694987
TXN_002104,1156.8688004488513
TXN_002627,148260.22331418344
TXN_004106,40719.83437422426
TXN_002499,51671.80031512405
TXN_003106,91754.1317307497
TXN_001171,86306.78096046177
TXN_001336,20814.13843629054
TXN_002660,118542.60792544672
TXN_000208,10532.740630092103
TXN_003833,55715.0090020954
TXN_004421,37400.87559314461
TXN_001874,35421.95936319793
TXN_002934,27905.17931873969
TXN_004307,38279.33209628671
TXN_004622,128998.74306656212
TXN_001423,67640.95294942876
TXN_004940,127960.7150730407
TXN_002854,90670.20427476967
TXN_002393,18713.502709539953
TXN_004685,19495.088026466063
TXN_002982,10243.449267170254
TXN_003314,109219.2018273145
TXN_002523,25537.619178721427
TXN_000501,20951.417146325584
TXN_002407,7497.329149638123
TXN_004060,143129.9360088088
TXN_003039,21261.635317474243
TXN_003943,11459.501918755195
TXN_004686,22852.76224825342
TXN_002344,48963.45152116416
TXN_002414,114668.43950376993
TXN_003900,21480.94729890718
TXN_002894,87964.55416512275
TXN_003284,4314.1705273619355
TXN_004645,11366.364733888247
TXN_001391,29988.992151942035
TXN_002415,29066.649217401606
TXN_000768,70869.81425843085
TXN_001538,37779.17952872341
TXN_004418,32331.69608437644
TXN_000189,43158.28752355172
TXN_004923,29569.78491415834
TXN_004809,19556.25909933548
TXN_001147,17829.153065638304
TXN_004753,48463.644416379
TXN_004503,8563.1384339058
TXN_004425,47832.19835997701
TXN_001460,108410.82735429225
TXN_003984,34105.75072365511
TXN_001794,43473.53838997239
TXN_004858,10472.947844354012
TXN_001991,47516.688306015756
TXN_002398,97073.82820331218
TXN_000428,127074.75350305416
TXN_004694,42167.797124103075
TXN_003667,76557.40247327114
TXN_000910,135159.37988140876
TXN_001562,47141.46145520856
TXN_002462,49454.26955041155
TXN_001459,2870.971146220763
TXN_000701,40936.20186627988
TXN_003068,26022.581894484978
TXN_003796,9167.450972883262
TXN_001399,1718.4801785428504
TXN_000055,38515.94711114139
TXN_003304,35757.539451429
TXN_001585,27711.00901700718
TXN_004779,17467.45987331375
TXN_001059,104109.62436430893
TXN_004914,11022.750165835634
TXN_001846,89795.9283138067
TXN_003962,6209.758857217302
TXN_003446,26305.269848618464
TXN_003325,45439.20367683015
TXN_000789,122190.71670261904
TXN_004401,48209.08250348463
TXN_001966,136626.15913881134
TXN_004120,11165.362635819345
TXN_000211,2955.4795481101896
TXN_001599,109051.21522754838
TXN_000589,140292.3888541056
TXN_002168,45980.554914195985
TXN_001138,141360.17462455292
TXN_002243,64567.931305008475
TXN_003038,36095.40031843477
TXN_002118,36418.81939376873
TXN_003945,27889.385982587515
TXN_001808,21682.151324210292
TXN_002535,15808.685863787085
TXN_001522,33378.87919023031
TXN_004981,132205.24181914245
TXN_002426,12263.14949235404
TXN_000961,41916.05210998428
TXN_001115,47954.24764372681
TXN_004511,16003.236635842575
TXN_003703,40629.5040773642
TXN_002379,36335.74583746547
TXN_004538,40606.515452525164
TXN_002632,29978.822978768363
TXN_004178,24300.37863123974
TXN_001105,23649.48259004878
TXN_003898,83483.91389185889
TXN_004955,44466.239970538336
TXN_004990,41813.834606138
TXN_004528,122029.49785740947
TXN_004516,15793.605143190496
TXN_004716,29326.711422834567
TXN_004319,143996.4952840628
TXN_004315,17116.114392527372
TXN_004411,89004.19779817139
TXN_003391,13764.906149195853
TXN_000188,28719.377799206406
TXN_001091,9173.448356251423
TXN_004300,36150.22753832913
TXN_004092,41026.23350162415
TXN_003613,21095.923839721865
TXN_000306,146415.5409802869
TXN_000662,35024.62674422752
TXN_002806,102079.97363441015
TXN_000679,45258.652483334336
TXN_002170,15144.691034245017
TXN_004176,76888.76274125032
TXN_000563,29181.77911376787
TXN_001060,19761.722041806297
TXN_001263,28875.01825945668
TXN_002858,60692.412413992606
TXN_002001,28734.805493841508
TXN_003493,45748.17511183765
TXN_004935,23515.54888824865
TXN_002758,23325.03907189753
TXN_000890,76557.00873861069
TXN_000986,41356.10380295134
TXN_000184,75640.45054213642
TXN_001626,15931.069518855798
TXN_002718,24503.56726606891
TXN_001436,131267.17582940956
TXN_001941,52813.534769581915
TXN_000675,19112.687138204208
TXN_002510,34072.828068665905
TXN_004526,9312.755229995779
TXN_002843,10112.251758207402
TXN_002928,63950.377997306234
TXN_001382,19351.45731343753
TXN_001565,39808.86351543744
TXN_001550,37424.178453733664
TXN_001490,46579.489763422585
TXN_004072,124206.37636900014
TXN_004479,76771.9828676198
TXN_002153,113529.92479527829
TXN_001499,16488.33922172224
TXN_002882,34009.65005366139
TXN_003088,2767.7858811213887
TXN_003465,100288.67666564495
TXN_004936,38144.433923396595
TXN_004853,47815.14694146769
TXN_003200,38960.47586968545
TXN_000832,88578.94588831895
TXN_002750,5101.203149673831
TXN_000230,15171.16933459857
TXN_001649,47244.530878385835
TXN_003361,6146.943164740047
TXN_004384,1013.9916547378889
TXN_000719,44677.50109554444
TXN_002682,39507.91607486357
TXN_002863,30824.123179360264
TXN_004781,44708.027904472125
TXN_001197,16355.669459229219
TXN_000623,92921.10032637729
TXN_004708,78548.22477444918
TXN_002117,35757.05591131044
TXN_004367,44414.48662340022
TXN_002342,130491.38301721637
TXN_001807,49928.08441182918
TXN_002836,2628.43647608801
TXN_003610,47663.50433905427
TXN_004375,4043.44671480818
TXN_001558,45763.058042470555
TXN_002235,3299.0455889701734
TXN_000738,9823.531466485854
TXN_000799,8127.553277588895
TXN_004654,12112.685324446582
TXN_004381,3939.609712102999
TXN_000388,61565.67381678475
TXN_003539,25253.61954624539
TXN_000980,3754.2473334128354
TXN_003175,42707.34113364363
TXN_003458,27613.81979996807
TXN_001792,15392.14001198811
TXN_004130,42614.371214531064
TXN_000709,49875.8115958117
TXN_000951,139372.09258448504
TXN_002080,8274.501678388677
TXN_004270,9214.039485743982
TXN_000916,49540.5277294996
TXN_001176,70784.51130942367
TXN_000682,46374.770682313974
TXN_002346,49471.13532757864
TXN_003385,139156.59913364355
TXN_003093,32119.984197834958
TXN_001592,18872.936272757473
TXN_001435,13663.755012256803
TXN_000172,12285.427742879507
TXN_002297,15522.4402347681
TXN_002795,8652.305194241284
TXN_002888,33138.37717239652
TXN_002265,34507.572107626416
TXN_000935,9725.329624645816
TXN_004829,35797.905153924214
TXN_004703,144316.9953988779
TXN_001922,6826.811247905334
TXN_001703,17506.784856289643
TXN_000906,126836.06737486037
TXN_002782,49915.43117258031
TXN_003816,454.64203528375623
TXN_004760,115441.46509750643
TXN_004494,819.9771744979636
TXN_004156,12396.378492496155
TXN_004267,10668.962219445884
TXN_003975,76983.56007224099
TXN_000454,37726.402535109046
TXN_001061,55964.470495979425
TXN_002977,38211.65261351118
TXN_000723,43422.781984335874
TXN_001424,97053.91206101178
TXN_002893,44072.17822877434
TXN_001119,108406.6484399086
TXN_003661,74071.03740340803
TXN_002017,75454.0645612431
TXN_003330,47014.697934000826
TXN_002273,4716.921748782838
TXN_000887,28807.179301293654
TXN_002175,663.9185247257615
TXN_001324,101807.21298892521
TXN_002270,9320.922994573886
TXN_000800,18475.681951716666
TXN_001217,19395.19412508273
TXN_004992,102728.98328974389
TXN_000570,87155.87110828071
TXN_004035,47302.809557285436
TXN_001047,47011.79436188778
TXN_004045,62036.86021990421
TXN_001137,3386.514009245491
TXN_000597,33470.54684227105
TXN_001689,39973.334999700404
TXN_003979,32214.918151528724
TXN_001277,46759.59950278904
TXN_003369,6497.9355031243895
TXN_000408,45662.58489563962
TXN_001641,47715.209153689735
TXN_001524,96067.54592843758
TXN_000434,25345.94172132785
TXN_000133,62298.160009119565
TXN_002608,106114.55706266263
TXN_003958,90382.82277304918
TXN_001556,60306.31585661157
TXN_000420,30634.94887757782
TXN_003198,20064.929098100485
TXN_004627,10901.466295419976
TXN_002432,130974.3848886916
TXN_000326,16290.389773593208
TXN_004087,12482.47434039994
TXN_004225,38231.740168000586
TXN_003919,14804.081341838773
TXN_002216,10873.497853084365
TXN_001773,133511.38543169023
TXN_000432,36054.775007922035
TXN_000681,73290.62520070664
TXN_004594,12433.021322384557
TXN_000651,23919.960002280397
TXN_000665,35617.56789938808
TXN_000427,55893.41475440591
TXN_004495,5406.4282983877
TXN_001980,5053.457845554627
TXN_003225,99039.65564457013
TXN_003256,32137.208193424478
TXN_003195,50236.819167446134
TXN_000445,13180.891064366833
TXN_001430,47280.45819553442
TXN_001261,125195.89045787486
TXN_004956,52057.93806646342
TXN_003565,2379.4632280564397
TXN_001063,26679.659942826973
TXN_001539,135262.75999889887
TXN_004361,32886.78232275843
TXN_003118,37668.4016484406
TXN_003788,8639.921572084972
TXN_002729,41382.67393986245
TXN_003506,65220.36898721765
TXN_003939,970.7887745520601
TXN_000632,17985.5854132054
TXN_004301,48199.47359814494
TXN_000416,83609.27093587666
TXN_004493,43043.39154143483
TXN_000084,139926.951834457
TXN_002055,18294.032541483193
TXN_002164,2155.413327298563
TXN_000132,96855.04164410358
TXN_002511,1947.9919733718707
TXN_001748,4983.514117367625
TXN_000373,84472.3247698291
TXN_000841,22677.255136456693
TXN_001685,59005.22370086917
TXN_003126,8759.117547161039
TXN_000246,45414.07030504032
TXN_001353,19924.035444494555
TXN_001675,19957.258532550855
TXN_001782,20760.27211670407
TXN_002461,40513.134189347045
TXN_002124,32096.43626347674
TXN_003831,46390.22737516104
TXN_000096,7387.483615445073
TXN_003668,43158.1960600737
TXN_004970,27802.57735288612
TXN_000673,17555.986605780497
TXN_001581,71234.74010019665
TXN_004943,25722.627300506145
TXN_003180,13960.675567701463
TXN_000774,51762.54272564566
TXN_003130,142870.24110880544
TXN_004706,106023.46540063317
TXN_004939,38408.480703319656
TXN_003812,34312.164574375565
TXN_004869,38714.3822619585
TXN_001142,18651.41326846604
TXN_004208,132349.52991082444
TXN_000090,40533.0840124845
TXN_002802,6877.918970727363
TXN_000930,35024.403551737945
TXN_001329,130581.0626594613
TXN_003316,25598.764121981232
TXN_002271,39621.506244834236
TXN_004515,4756.407818437994
TXN_004601,47446.63716372822
TXN_003277,966.5156505979475
TXN_002018,13595.33039627461
TXN_004132,29090.175522058737
TXN_000413,2889.186507083804
TXN_004597,23697.385475140607
TXN_002418,10591.36459392034
TXN_002941,90606.13199722227
TXN_003471,46893.957413366465
TXN_003758,103545.18077369277
TXN_004600,31532.843662919193
TXN_004635,7812.286380513822
TXN_004318,14270.663545933397
TXN_004962,41608.99083553542
TXN_002617,32206.3421443827
TXN_004492,30361.229874240973
TXN_002839,18819.17942280795
TXN_000666,29019.100927728796
TXN_000761,16214.292998231835
TXN_001494,100864.94429201265
TXN_004275,7579.083744458691
TXN_004932,49460.86596361474
TXN_003899,20262.538124338094
TXN_001791,21213.472942382134
TXN_000357,45469.74211298217
TXN_000696,44393.287795228614
TXN_000639,12966.281866561054
TXN_002290,42325.121554327845
TXN_001724,20373.60917810231
TXN_003341,147083.96455909841
TXN_002334,15881.417167347494
TXN_000652,11213.540997079206
TXN_003700,93226.84101622246
TXN_004507,100991.61747691834
TXN_002380,4822.033571430046
TXN_001164,26236.683498796585
TXN_002704,42052.40438673867
TXN_001628,36548.808873926166
TXN_001733,16174.584160806473
TXN_003062,41435.501867556115
TXN_003996,12521.569163749286
TXN_001058,133189.54452750506
TXN_004023,14583.373604372184
TXN_003127,39589.11675105489
TXN_003953,2815.103418183142
TXN_003263,94853.9029181006
TXN_003228,48923.91077560498
TXN_000007,58284.63247293557
TXN_004866,49123.24548450138
TXN_003925,35369.063749652334
TXN_002601,6052.615909019546
TXN_004975,26635.13064145106
TXN_004595,21609.19509274884
TXN_004872,36033.79721323984
TXN_002576,2695.9966570027364
TXN_003053,35608.510157202996
TXN_002169,26683.37318523356
TXN_002600,55806.82426218583
TXN_003034,6891.407934274277
TXN_002790,7526.189555950875
TXN_000801,63679.8334925698
TXN_002266,84899.81418635797
TXN_004747,91634.3501801666
TXN_000518,18829.19748655115
TXN_003840,139508.21975265007
TXN_001722,122657.23253132438
TXN_004997,16544.25049674337
TXN_004805,44460.357323676166
TXN_000052,13629.443299959494
TXN_003363,9341.121171206963
TXN_002859,857.6685207282616
TXN_001229,30629.842709697932
TXN_000512,64202.171840355506
TXN_000962,26283.849901528316
TXN_004817,729.5395527608802
TXN_003773,42778.03692382744
TXN_002437,48973.56561748555
TXN_001917,134196.64700825256
TXN_000213,36047.18950266772
TXN_001876,18358.448755219273
TXN_001210,15240.2948667747
TXN_000116,59008.92910235644
TXN_003061,121746.23660749153
TXN_002100,31720.822889920633
TXN_003026,110149.49564821273
TXN_004263,124760.68932997451
TXN_001128,6578.377774728235
TXN_004152,24442.49029256617
TXN_002887,14505.786278685411
TXN_000492,34883.77310084446
TXN_004212,17331.325765960944
TXN_000378,27928.80119850434
TXN_002205,49346.3400251997
TXN_000232,34006.915354737495
TXN_001758,26527.920420875478
TXN_003990,48603.84579054693
TXN_004918,62928.28518570712
TXN_000423,37876.913824956086
TXN_004347,38262.86212350398
TXN_004697,32996.86151158781
TXN_002624,1863.186599329776
TXN_003988,28020.209149934868
TXN_001850,31403.635659356958
TXN_001700,36464.22039358378
TXN_003507,19397.304371791786
TXN_002517,82565.76411751304
TXN_002865,28904.34932525658
TXN_004034,6500.363383113398
TXN_002411,9508.343572649219
TXN_004266,44716.69073487534
TXN_003498,4997.868889088599
TXN_000187,8501.968646235107
TXN_001772,139573.96045283985
TXN_001013,28351.767254727365
TXN_002557,29496.51039785093
TXN_004250,37341.00535647947
TXN_000636,123121.01490384266
TXN_003002,37934.375552143225
TXN_003909,80744.99779892377
TXN_001079,67814.22219181251
TXN_000743,30528.419883020262
TXN_000722,48781.468181026146
TXN_002135,26693.74790073143
TXN_000933,4598.75579500494
TXN_000256,130505.40419346458
TXN_000316,30186.11200394769
TXN_001168,12808.64263825222
TXN_003622,60766.78300680249
TXN_002016,11878.061828076134
TXN_003329,57618.827320236946
TXN_000808,19961.896694621908
TXN_001033,36383.49482760528
TXN_004897,23441.01395525975
TXN_002890,26573.606330660976
TXN_004430,107917.91263789246
TXN_000361,45615.869618880024
TXN_004226,126002.95696520519
TXN_001775,14847.974878173367
TXN_000585,34966.41933140265
TXN_001611,14118.567833738967
TXN_001855,34308.43189545452
TXN_001992,49937.56421784628
TXN_000180,20370.12410327463
TXN_004345,41562.66614746193
TXN_000379,38216.44536063843
TXN_000668,34714.905814044316
TXN_001678,130761.78442237819
TXN_004773,98336.58781376516
TXN_004680,2293.229350611141
TXN_001087,83731.04915084456
TXN_000861,29148.5641602476
TXN_001451,46414.42894259734
TXN_003372,66705.00870268492
TXN_004040,5545.561087424258
TXN_002464,23202.398443909617
TXN_003849,2365.3458082422626
TXN_004065,51132.75244213044
TXN_000424,34166.14470586233
TXN_002028,139212.10995491693
TXN_003133,33717.607647350334
TXN_000415,88326.76842900125
TXN_002420,43443.810223201195
TXN_004989,23815.89989715005
TXN_001803,10657.914232359764
TXN_002139,49740.91081372342
TXN_004839,1690.129682739686
TXN_004712,33666.80459310446
TXN_004473,34356.71973881518
TXN_002684,9742.99131826797
TXN_004076,4089.443804313697
TXN_004521,68918.64116616549
TXN_002846,49478.76217147845
TXN_000893,15522.740930100093
TXN_002986,27099.690358305856
TXN_003859,27935.9123939756
TXN_000049,24061.66712139358
TXN_003907,46679.539420195695
TXN_000157,33941.9276207465
TXN_004585,14723.544245951529
TXN_002707,55595.03055516846
TXN_002186,44470.770955219516
TXN_001403,76466.95525338693
TXN_003310,106336.76700520438
TXN_000493,45074.927064400195
TXN_002683,9775.651921404517
TXN_003327,3793.4534342899165
TXN_001237,118511.73589085447
TXN_000101,95163.15014324585
TXN_001257,48824.89284582093
TXN_003955,24173.520492672447
TXN_001209,45515.57398544509
TXN_003124,17993.595474055066
TXN_002406,20783.152543939563
TXN_004464,14035.378095232161
TXN_001259,37520.00655086096
TXN_000514,36393.28749807193
TXN_002814,4461.220424867961
TXN_000918,83142.33696295775
TXN_004900,7497.032950973976
TXN_000645,48821.8404580836
TXN_002609,16519.12316193947
TXN_002686,128260.60962818401
TXN_000088,38434.966393423485
TXN_002692,38693.15041803775
TXN_001108,30460.63628404325
TXN_004150,38249.7225317894
TXN_004269,30833.774923210323
TXN_003004,5195.808762388194
TXN_004934,49546.327865985884
TXN_003396,14446.468268645554
TXN_004460,36475.31369794462
TXN_000076,5091.595010836622
TXN_002560,24300.519763735334
TXN_002774,36781.16370696081
TXN_000975,28614.890984118018
TXN_002361,112404.96951702672
TXN_003505,79888.16105167527
TXN_004231,29857.106195856402
TXN_004614,85410.15955912195
TXN_002746,44011.32802695991
TXN_000713,122130.40781766151
TXN_002355,20040.94382216362
TXN_001445,32098.918935784728
TXN_002725,34153.054789370704
TXN_001431,105073.10599044392
TXN_000244,1569.6558057215766
TXN_002030,50328.31410719733
TXN_003054,2968.6279931860286
TXN_001190,83586.23789831976
TXN_001837,33827.87506527185
TXN_004160,12115.063495163095
TXN_003960,20426.371784162104
TXN_000163,38568.245606132565
TXN_003857,19508.210083641112
TXN_002044,29970.681223874886
TXN_001421,135753.688119725
TXN_002651,63035.263517121915
TXN_004075,13648.76444170504
TXN_004165,19963.03141154468
TXN_004098,146661.86825411563
TXN_001985,53975.131348018855
TXN_002146,141138.40265202042
TXN_002194,37918.5538645174
TXN_004135,134215.94350345494
TXN_002985,59281.5520064369
TXN_001534,141179.87922160415
TXN_004188,4857.716632724394
TXN_004010,27947.881850383208
TXN_002586,38938.72362465118
TXN_003401,30518.575566082854
TXN_001633,99701.99207598747
TXN_004813,13145.08732491953
TXN_004837,2535.871469599348
TXN_002733,26799.517840645196
TXN_000003,35326.31330166251
TXN_000314,95192.76011971288
TXN_003710,28379.86908747874
TXN_002374,10381.709855270885
TXN_004513,3910.809982865769
TXN_001833,13573.149934465539
TXN_000654,9580.93409774304
TXN_001123,35820.57564181303
TXN_001926,44992.992787644456
TXN_001292,35134.687319894314
TXN_004215,24306.135483942508
TXN_003582,8530.3581409182
TXN_002668,47830.3682316304
TXN_000869,89589.00058855597
TXN_004986,81430.15778244456
TXN_001699,12242.523896005488
TXN_000038,40012.717677171
TXN_002853,63882.42632262783
TXN_001314,28488.293328715896
TXN_000745,39696.185417971355
TXN_002906,40579.80475989777
TXN_002574,49602.3217652408
TXN_000542,8401.432934636056
TXN_000534,11748.011559559805
TXN_004044,119517.65386126984
TXN_001702,147209.35908328032
TXN_003031,7582.101150825957
TXN_002792,23455.561228538194
TXN_001043,33126.18499130609
TXN_003474,3371.215218979588
TXN_001269,21682.356169926454
TXN_002583,31531.559547522087
TXN_003339,554.0157308429821
TXN_004154,6109.169993029923
TXN_000965,83329.127825432
TXN_000148,38876.24229978872
TXN_003716,24233.230395992116
TXN_002167,38594.821910221755
TXN_001167,54604.363042904166
TXN_000363,98137.08678343322
TXN_001546,106601.58896862897
TXN_003511,37886.24212076895
TXN_004821,6133.838561451548
TXN_002282,13658.69973338614
TXN_002878,10925.56526063888
TXN_004604,15256.950277069183
TXN_001223,122911.70193948933
TXN_002082,6561.072746853089
TXN_004648,21929.687567566758
TXN_004868,73270.4523226437
TXN_002327,48002.6322297733
TXN_001540,45777.87572929708
TXN_002554,16451.186086845373
TXN_004925,36706.5060004994
TXN_002209,123867.45957526297
TXN_000071,34334.01199860504
TXN_002937,23564.473072301727
TXN_000061,41060.54575746673
TXN_001298,53182.78806459028
TXN_000337,26546.66378855358
TXN_000579,40115.50908098655
TXN_002912,81314.97994878302
TXN_001366,172.60659287001877
TXN_000663,24592.887058925822
TXN_004376,7682.650175448248
TXN_002091,121559.34654807483
TXN_003357,143000.86559548855
TXN_003352,27026.28247844438
TXN_003151,39622.92247319271
TXN_002321,13820.510550289879
TXN_001154,21515.781784729552
TXN_004629,39022.33448506384
TXN_004180,19782.53098187712
TXN_001284,149951.02980552753
TXN_004965,131909.00528125896
TXN_001658,2382.556003361398
TXN_002312,137565.7035253014
TXN_000941,97364.72854491264
TXN_001258,1317.3058277136638
TXN_002130,43607.88525540119
TXN_004007,4544.778539663553
TXN_002277,12018.511109808855
TXN_004894,2128.0815060983014
TXN_004863,41326.642548241456
TXN_002015,8253.841307796565
TXN_002918,123389.98315593916
TXN_004090,86277.14024471233
TXN_003477,19132.639779042984
TXN_002316,237.0674808286764
TXN_004414,28170.926150537525
TXN_000010,87058.17785744095
TXN_002161,51056.22439383724
TXN_001146,37887.61564978438
TXN_001264,130961.36725178894
TXN_003254,25347.732882415643
TXN_003204,99830.83490663792
TXN_000786,47626.94045669451
TXN_000610,24037.823837877782
TXN_003115,34019.048363926486
TXN_000343,114477.88944495743
TXN_003744,42026.057193996676
TXN_000957,92273.4273304659
TXN_004888,42546.48011240257
TXN_003886,80807.17403976312
TXN_004489,113526.88436933412
TXN_001584,127854.29887743847
TXN_002359,22002.651002864688
TXN_004047,39277.31797238226
TXN_000856,33961.20589194236
TXN_000446,5506.896910709817
TXN_004030,4328.9264926462965
TXN_002471,114463.89336277128
TXN_000406,121134.53532790454
TXN_000285,25645.806141263984
TXN_000346,109395.7063629997
TXN_001062,68442.01172917144
TXN_001972,31200.116067498344
TXN_003989,29553.22856910162
TXN_004021,28682.486729934368
TXN_002563,27537.26138299732
TXN_000969,54699.51626180276
TXN_004659,148037.51441532306
TXN_001527,31130.984864174836
TXN_000874,23978.084247446954
TXN_004389,11213.762780014482
TXN_001230,7686.7114266175095
TXN_001707,39921.14802032126
TXN_004480,31835.588857089475
TXN_002013,26728.37941978898
TXN_002514,5333.656399358647
TXN_003358,33783.963619082526
TXN_003578,35116.681640683004
TXN_004333,59915.666733737395
TXN_000449,4757.441166906055
TXN_002348,127164.56442621505
TXN_001016,47719.58028358388
TXN_004396,144897.63823611915
TXN_004846,37870.47293935536
TXN_001740,88599.4667841652
TXN_003623,43833.35167290136
TXN_000499,137334.21065056697
TXN_004071,45480.801690148364
